uid,lat,lon,timestamp_utc,missing_time_flag,flood_depth_cm
108362,-6.19897,106.85647,2020-02-22T12:00:00,1,45.0
108363,-6.19173,106.85967,2020-02-22T12:00:00,1,45.0
108365,-6.16442,106.90669,2020-02-22T12:00:00,1,36.0
108366,-6.21458,106.85825,2020-02-22T12:00:00,1,119.0
108367,-6.21759,106.90328,2020-02-22T12:00:00,1,30.0
108368,-6.22705,106.85286,2020-02-22T12:00:00,1,55.0
108370,-6.23417,106.87498,2020-02-22T12:00:00,1,25.0
108371,-6.23378,106.9046,2020-02-22T12:00:00,1,70.0
108372,-6.19982,106.86631,2020-02-22T12:00:00,1,22.0
108373,-6.19901,106.86553,2020-02-22T12:00:00,1,48.0
108375,-6.18182,106.86645,2020-02-22T12:00:00,1,86.0
108376,-6.16762,106.84389,2020-02-22T12:00:00,1,44.0
108377,-6.21315,106.89388,2020-02-22T12:00:00,1,45.0
108378,-6.1854,106.8479,2020-02-22T12:00:00,1,50.0
108379,-6.14979,106.90845,2020-02-22T12:00:00,1,15.0
108380,-6.16776,106.90431,2020-02-22T12:00:00,1,36.0
108381,-6.20902,106.87682,2020-02-22T12:00:00,1,50.0
108382,-6.24037,106.90349,2020-02-22T12:00:00,1,25.0
108383,-6.18071,106.88249,2020-02-22T12:00:00,1,10.0
108384,-6.21171,106.89382,2020-02-22T12:00:00,1,44.0
108385,-6.21831,106.82184,2020-02-22T12:00:00,1,132.0
108386,-6.20503,106.94928,2020-02-22T12:00:00,1,30.0
108387,-6.20826,106.85345,2020-02-22T12:00:00,1,35.0
108388,-6.19876,106.896,2020-02-22T12:00:00,1,75.0
108389,-6.19791,106.8699,2020-02-22T12:00:00,1,53.0
108390,-6.20764,106.81202,2020-02-22T12:00:00,1,75.0
108391,-6.20433,106.86985,2020-02-22T12:00:00,1,81.0
108392,-6.17532,106.87422,2020-02-22T12:00:00,1,15.0
108393,-6.21728,106.90292,2020-02-22T12:00:00,1,87.0
108394,-6.18555,106.8692,2020-02-22T12:00:00,1,41.0
108395,-6.21812,106.89654,2020-02-22T12:00:00,1,195.0
108396,-6.20518,106.89622,2020-02-22T12:00:00,1,24.0
108397,-6.20907,106.87684,2020-02-22T12:00:00,1,43.0
108398,-6.19876,106.83408,2020-02-22T12:00:00,1,72.0
108399,-6.19948,106.86057,2020-02-22T12:00:00,1,40.0
108400,-6.18865,106.94659,2020-02-22T12:00:00,1,40.0
108402,-6.29085,106.83283,2020-02-22T12:00:00,1,43.0
108403,-6.21444,106.8576,2020-02-22T12:00:00,1,25.0
108404,-6.19745,106.87077,2020-02-22T12:00:00,1,50.0
108406,-6.21728,106.88021,2020-02-22T12:00:00,1,40.0
108407,-6.25166,106.87771,2020-02-22T12:00:00,1,53.0
108409,-6.18028,106.80596,2020-02-22T12:00:00,1,45.0
108411,-6.25381,106.87444,2020-02-22T12:00:00,1,60.0
108412,-6.19926,106.8338,2020-02-22T12:00:00,1,40.0
108413,-6.1744,106.87165,2020-02-22T12:00:00,1,42.0
108414,-6.18169,106.86195,2020-02-22T12:00:00,1,98.0
108415,-6.2349,106.89903,2020-02-22T12:00:00,1,20.0
108416,-6.24613,106.91126,2020-02-22T12:00:00,1,67.0
108417,-6.15259,106.90909,2020-02-22T12:00:00,1,23.0
108418,-6.17957,106.84792,2020-02-22T12:00:00,1,35.0
108419,-6.19462,106.88378,2020-02-22T12:00:00,1,14.0
108420,-6.17631,106.95042,2020-02-22T12:00:00,1,53.0
108421,-6.16864,106.90282,2020-02-22T12:00:00,1,51.0
108422,-6.17808,106.90369,2020-02-22T12:00:00,1,29.0
108423,-6.23493,106.88315,2020-02-22T12:00:00,1,47.0
108424,-6.18093,106.86534,2020-02-22T12:00:00,1,49.0
108426,-6.16078,106.89309,2020-02-22T12:00:00,1,36.0
108427,-6.2272,106.89509,2020-02-22T12:00:00,1,48.0
108428,-6.2074,106.92234,2020-02-22T12:00:00,1,66.0
108429,-6.2005,106.92276,2020-02-22T12:00:00,1,46.0
108430,-6.18703,106.86134,2020-02-22T12:00:00,1,36.0
108431,-6.19689,106.9488,2020-02-22T12:00:00,1,10.0
108433,-6.21831,106.88949,2020-02-22T12:00:00,1,35.0
108434,-6.20049,106.95137,2020-02-22T12:00:00,1,26.0
108437,-6.16138,106.90199,2020-02-22T12:00:00,1,30.0
108438,-6.21807,106.84266,2020-02-22T12:00:00,1,44.0
108439,-6.20721,106.8714,2020-02-22T12:00:00,1,59.0
108440,-6.15813,106.9604,2020-02-22T12:00:00,1,65.0
108441,-6.18883,106.87067,2020-02-22T12:00:00,1,46.0
108442,-6.23495,106.90873,2020-02-22T12:00:00,1,40.0
108444,-6.18043,106.93596,2020-02-22T12:00:00,1,50.0
108445,-6.1798,106.88412,2020-02-22T12:00:00,1,49.0
108446,-6.14576,106.90659,2020-02-22T12:00:00,1,33.0
108447,-6.19589,106.95378,2020-02-22T12:00:00,1,10.0
108449,-6.18358,106.90226,2020-02-22T12:00:00,1,30.0
108450,-6.18243,106.90207,2020-02-22T12:00:00,1,51.0
108451,-6.15139,106.90989,2020-02-22T12:00:00,1,55.0
108453,-6.19956,106.95085,2020-02-22T12:00:00,1,30.0
108454,-6.22647,106.85214,2020-02-22T12:00:00,1,60.0
108455,-6.20644,106.81107,2020-02-22T12:00:00,1,56.0
108456,-6.17341,106.9024,2020-02-22T12:00:00,1,32.0
108457,-6.15342,106.86202,2020-02-22T12:00:00,1,25.0
108458,-6.16332,106.84974,2020-02-22T12:00:00,1,25.0
108459,-6.18555,106.82839,2020-02-22T12:00:00,1,25.0
108460,-6.23363,106.88993,2020-02-22T12:00:00,1,30.0
108461,-6.179,106.96887,2020-02-22T12:00:00,1,30.0
108462,-6.21666,106.8805,2020-02-22T12:00:00,1,68.0
108466,-6.22157,106.85459,2020-02-22T12:00:00,1,41.0
108467,-6.18119,106.96903,2020-02-22T12:00:00,1,51.0
108468,-6.13658,106.92594,2020-02-22T12:00:00,1,63.0
108469,-6.144,106.91905,2020-02-22T12:00:00,1,35.0
108470,-6.17836,106.96938,2020-02-22T12:00:00,1,40.0
108471,-6.18077,106.89872,2020-02-22T12:00:00,1,60.0
108472,-6.17082,106.90864,2020-02-22T12:00:00,1,64.0
108473,-6.20206,106.89043,2020-02-22T12:00:00,1,50.0
108474,-6.17507,106.89713,2020-02-22T12:00:00,1,70.0
108475,-6.22011,106.84222,2020-02-22T12:00:00,1,44.0
108478,-6.19195,106.8777,2020-02-22T12:00:00,1,25.0
108480,-6.19291,106.87844,2020-02-22T12:00:00,1,30.0
108481,-6.19452,106.87578,2020-02-22T12:00:00,1,75.0
108482,-6.19995,106.94933,2020-02-22T12:00:00,1,40.0
108484,-6.20483,106.84447,2020-02-22T12:00:00,1,69.0
108486,-6.17875,106.94571,2020-02-22T12:00:00,1,22.0
108487,-6.19876,106.83408,2020-02-22T12:00:00,1,43.0
108488,-6.15672,106.92182,2020-02-22T12:00:00,1,60.0
108489,-6.18856,106.92016,2020-02-22T12:00:00,1,49.0
108490,-6.14589,106.90678,2020-02-22T12:00:00,1,55.0
108491,-6.17334,106.86992,2020-02-22T12:00:00,1,41.0
108492,-6.16019,106.91111,2020-02-22T12:00:00,1,39.0
108493,-6.144,106.91905,2020-02-22T12:00:00,1,50.0
108494,-6.19491,106.94749,2020-02-22T12:00:00,1,46.0
108495,-6.18213,106.86718,2020-02-22T12:00:00,1,96.0
108496,-6.18607,106.85527,2020-02-22T12:00:00,1,96.0
108497,-6.19077,106.86215,2020-02-22T12:00:00,1,15.0
108498,-6.19952,106.87027,2020-02-22T12:00:00,1,46.0
108499,-6.14307,106.91918,2020-02-22T12:00:00,1,60.0
108500,-6.16706,106.90285,2020-02-22T12:00:00,1,60.0
108501,-6.1387,106.77813,2020-02-22T12:00:00,1,50.0
108502,-6.14253,106.77639,2020-02-22T12:00:00,1,32.0
108503,-6.17558,106.96434,2020-02-22T12:00:00,1,19.0
108504,-6.15978,106.95632,2020-02-22T12:00:00,1,40.0
108506,-6.1569,106.89901,2020-02-22T12:00:00,1,47.0
108507,-6.2168,106.8779,2020-02-22T12:00:00,1,118.0
108508,-6.19818,106.8707,2020-02-22T12:00:00,1,100.0
108509,-6.18635,106.90156,2020-02-22T12:00:00,1,26.0
108511,-6.19759,106.8662,2020-02-22T12:00:00,1,64.0
108512,-6.19593,106.88912,2020-02-22T12:00:00,1,44.0
108513,-6.1527,106.95018,2020-02-23T12:00:00,1,89.0
108514,-6.16993,106.94975,2020-02-23T12:00:00,1,30.0
108515,-6.17823,106.88131,2020-02-23T12:00:00,1,24.0
108516,-6.23532,106.90123,2020-02-23T12:00:00,1,16.0
108517,-6.15844,106.9255,2020-02-23T12:00:00,1,42.0
108518,-6.19744,106.93864,2020-02-23T12:00:00,1,13.0
108519,-6.16961,106.91042,2020-02-23T12:00:00,1,21.0
108520,-6.18536,106.85598,2020-02-23T12:00:00,1,49.0
108521,-6.19724,106.94011,2020-02-23T12:00:00,1,60.0
108522,-6.157,106.88311,2020-02-23T12:00:00,1,88.0
108523,-6.17744,106.90434,2020-02-23T12:00:00,1,30.0
108524,-6.18253,106.8657,2020-02-23T12:00:00,1,40.0
108525,-6.26023,106.82748,2020-02-23T12:00:00,1,34.0
108526,-6.19689,106.9488,2020-02-23T12:00:00,1,30.0
108527,-6.26479,106.8806,2020-02-23T12:00:00,1,35.0
108528,-6.27651,106.87847,2020-02-23T12:00:00,1,50.0
108529,-6.17305,106.90467,2020-02-23T12:00:00,1,72.0
108530,-6.16915,106.91302,2020-02-23T12:00:00,1,50.0
108531,-6.16978,106.90365,2020-02-23T12:00:00,1,83.0
108532,-6.14832,106.91348,2020-02-23T12:00:00,1,51.0
108533,-6.26428,106.88006,2020-02-23T12:00:00,1,30.0
108534,-6.16296,106.94165,2020-02-23T12:00:00,1,134.0
108535,-6.18237,106.93077,2020-02-23T12:00:00,1,150.0
108536,-6.16876,106.90118,2020-02-23T12:00:00,1,44.0
108538,-6.16927,106.9059,2020-02-23T12:00:00,1,59.0
108539,-6.19843,106.94779,2020-02-23T12:00:00,1,50.0
108540,-6.17698,106.89394,2020-02-23T12:00:00,1,88.0
108541,-6.19453,106.94058,2020-02-23T12:00:00,1,81.0
108542,-6.15657,106.88496,2020-02-23T12:00:00,1,57.0
108543,-6.16982,106.86923,2020-02-23T12:00:00,1,50.0
108544,-6.20699,106.86907,2020-02-23T12:00:00,1,43.0
108545,-6.29354,106.87273,2020-02-23T12:00:00,1,47.0
108546,-6.1311,106.92384,2020-02-23T12:00:00,1,34.0
108547,-6.1764,106.89961,2020-02-23T12:00:00,1,50.0
108549,-6.26346,106.88243,2020-02-23T12:00:00,1,21.0
108550,-6.15967,106.92469,2020-02-23T12:00:00,1,39.0
108551,-6.22977,106.92099,2020-02-23T12:00:00,1,18.0
108552,-6.26741,106.87845,2020-02-23T12:00:00,1,54.0
108553,-6.14702,106.91045,2020-02-23T12:00:00,1,50.0
108554,-6.20421,106.87659,2020-02-23T12:00:00,1,31.0
108555,-6.16756,106.87131,2020-02-23T12:00:00,1,30.0
108556,-6.16028,106.95949,2020-02-23T12:00:00,1,47.0
108558,-6.15493,106.89549,2020-02-23T12:00:00,1,49.0
108559,-6.20912,106.90358,2020-02-23T12:00:00,1,70.0
108560,-6.19289,106.93398,2020-02-23T12:00:00,1,70.0
108562,-6.14178,106.77634,2020-02-23T12:00:00,1,70.0
108564,-6.27565,106.88411,2020-02-23T12:00:00,1,38.0
108566,-6.15274,106.89132,2020-02-23T12:00:00,1,125.0
108569,-6.20248,106.86986,2020-02-23T12:00:00,1,30.0
108570,-6.24751,106.90114,2020-02-23T12:00:00,1,25.0
108571,-6.16201,106.9052,2020-02-23T12:00:00,1,25.0
108575,-6.15747,106.88394,2020-02-23T12:00:00,1,104.0
108576,-6.18184,106.86524,2020-02-23T12:00:00,1,55.0
108577,-6.1393,106.91747,2020-02-23T12:00:00,1,80.0
108578,-6.15174,106.94894,2020-02-23T12:00:00,1,71.0
108580,-6.16887,106.90947,2020-02-23T12:00:00,1,40.0
108581,-6.1732,106.90141,2020-02-23T12:00:00,1,56.0
108582,-6.21043,106.83735,2020-02-23T12:00:00,1,98.0
108583,-6.14521,106.91027,2020-02-23T12:00:00,1,40.0
108584,-6.19926,106.8338,2020-02-23T12:00:00,1,46.0
108585,-6.19973,106.7872,2020-02-23T12:00:00,1,177.0
108586,-6.17359,106.90115,2020-02-23T12:00:00,1,50.0
108587,-6.15788,106.92336,2020-02-23T12:00:00,1,60.0
108588,-6.15592,106.9223,2020-02-23T12:00:00,1,54.0
108589,-6.16095,106.95323,2020-02-23T12:00:00,1,88.0
108591,-6.17444,106.88268,2020-02-23T12:00:00,1,100.0
108592,-6.13296,106.92544,2020-02-23T12:00:00,1,58.0
108593,-6.144,106.91905,2020-02-23T12:00:00,1,70.0
108594,-6.16624,106.9035,2020-02-23T12:00:00,1,54.0
108595,-6.13261,106.91961,2020-02-23T12:00:00,1,60.0
108596,-6.14895,106.90518,2020-02-23T12:00:00,1,54.0
108597,-6.19291,106.94641,2020-02-23T12:00:00,1,71.0
108599,-6.1768,106.88526,2020-02-23T12:00:00,1,50.0
108600,-6.10664,106.9367,2020-02-23T12:00:00,1,24.0
108601,-6.1076,106.93929,2020-02-23T12:00:00,1,41.0
108602,-6.1316,106.92571,2020-02-23T12:00:00,1,55.0
108603,-6.17636,106.87994,2020-02-23T12:00:00,1,80.0
108605,-6.1495,106.89872,2020-02-23T12:00:00,1,60.0
108606,-6.10915,106.93912,2020-02-23T12:00:00,1,41.0
108607,-6.16968,106.88307,2020-02-23T12:00:00,1,50.0
108608,-6.18043,106.89991,2020-02-23T12:00:00,1,74.0
108609,-6.19926,106.8338,2020-02-23T12:00:00,1,195.0
108610,-6.12762,106.91863,2020-02-23T12:00:00,1,29.0
108614,-6.15689,106.91296,2020-02-24T12:00:00,1,20.0
108617,-6.13801,106.95228,2020-02-24T12:00:00,1,44.0
108629,-6.16521,106.69325,2020-02-24T12:00:00,1,48.0
108630,-6.21456,106.85769,2020-02-24T12:00:00,1,45.0
108631,-6.21663,106.88049,2020-02-24T12:00:00,1,43.0
108632,-6.18028,106.80596,2020-02-24T12:00:00,1,15.0
108633,-6.2161,106.85911,2020-02-24T12:00:00,1,195.0
108634,-6.12794,106.9578,2020-02-24T12:00:00,1,49.0
108635,-6.29529,106.87607,2020-02-24T12:00:00,1,20.0
108637,-6.16716,106.75867,2020-02-24T12:00:00,1,40.0
108639,-6.19981,106.89757,2020-02-24T12:00:00,1,49.0
108640,-6.18068,106.85157,2020-02-24T12:00:00,1,18.0
108642,-6.23487,106.89353,2020-02-24T12:00:00,1,35.0
108644,-6.29488,106.88885,2020-02-24T12:00:00,1,88.0
108649,-6.16851,106.91498,2020-02-24T12:00:00,1,30.0
108651,-6.2182,106.90306,2020-02-24T12:00:00,1,40.0
108652,-6.18457,106.8992,2020-02-24T12:00:00,1,51.0
108654,-6.18169,106.92238,2020-02-24T12:00:00,1,80.0
108659,-6.18109,106.90034,2020-02-24T12:00:00,1,72.0
108660,-6.20223,106.95777,2020-02-24T12:00:00,1,42.0
108661,-6.18222,106.90285,2020-02-24T12:00:00,1,33.0
108662,-6.20857,106.81273,2020-02-24T12:00:00,1,46.0
108664,-6.17978,106.89999,2020-02-24T12:00:00,1,72.0
108669,-6.21324,106.91132,2020-02-24T12:00:00,1,30.0
108673,-6.22376,106.91204,2020-02-24T12:00:00,1,75.0
108675,-6.17985,106.8965,2020-02-24T12:00:00,1,75.0
108677,-6.23888,106.75969,2020-02-24T12:00:00,1,70.0
108680,-6.21537,106.94332,2020-02-24T12:00:00,1,16.0
108681,-6.29337,106.8745,2020-02-24T12:00:00,1,37.0
108682,-6.2571,106.90708,2020-02-24T12:00:00,1,95.0
108683,-6.14575,106.90642,2020-02-24T12:00:00,1,42.0
108684,-6.17932,106.90167,2020-02-24T12:00:00,1,50.0
108685,-6.24746,106.90224,2020-02-24T12:00:00,1,70.0
108686,-6.18243,106.90443,2020-02-24T12:00:00,1,48.0
108690,-6.20915,106.90354,2020-02-24T12:00:00,1,67.0
108693,-6.14677,106.91018,2020-02-24T12:00:00,1,40.0
108694,-6.21663,106.88048,2020-02-24T12:00:00,1,50.0
108697,-6.30319,106.87455,2020-02-24T12:00:00,1,127.0
108699,-6.24309,106.87654,2020-02-24T12:00:00,1,50.0
108702,-6.19717,106.94016,2020-02-24T12:00:00,1,23.0
108703,-6.20593,106.89374,2020-02-24T12:00:00,1,49.0
108705,-6.17471,106.91572,2020-02-24T12:00:00,1,30.0
108707,-6.16181,106.86513,2020-02-24T12:00:00,1,42.0
108709,-6.17279,106.90454,2020-02-24T12:00:00,1,41.0
108710,-6.16761,106.8558,2020-02-24T12:00:00,1,50.0
108711,-6.19926,106.8338,2020-02-24T12:00:00,1,58.0
108712,-6.16862,106.90286,2020-02-24T12:00:00,1,41.0
108713,-6.16999,106.93851,2020-02-24T12:00:00,1,50.0
108715,-6.16684,106.85138,2020-02-24T12:00:00,1,35.0
108717,-6.16551,106.85192,2020-02-24T12:00:00,1,69.0
108718,-6.16958,106.86434,2020-02-24T12:00:00,1,50.0
108719,-6.16996,106.93841,2020-02-24T12:00:00,1,54.0
108720,-6.31944,106.88056,2020-02-24T12:00:00,1,99.0
108721,-6.29339,106.87468,2020-02-24T12:00:00,1,50.0
108722,-6.16036,106.84286,2020-02-24T12:00:00,1,25.0
108723,-6.17521,106.89058,2020-02-24T12:00:00,1,24.0
108724,-6.26909,106.87945,2020-02-24T12:00:00,1,90.0
108725,-6.16783,106.85786,2020-02-24T12:00:00,1,21.0
108726,-6.15267,106.88716,2020-02-24T12:00:00,1,47.0
108727,-6.23541,106.81802,2020-02-24T12:00:00,1,49.0
108728,-6.21663,106.88048,2020-02-24T12:00:00,1,60.0
108729,-6.15076,106.88029,2020-02-24T12:00:00,1,19.0
108730,-6.19433,106.88567,2020-02-24T12:00:00,1,63.0
108731,-6.2188,106.90669,2020-02-24T12:00:00,1,34.0
108733,-6.14151,106.78197,2020-02-24T12:00:00,1,44.0
108734,-6.26351,106.88247,2020-02-24T12:00:00,1,50.0
108735,-6.19897,106.85648,2020-02-24T12:00:00,1,40.0
108736,-6.16586,106.84555,2020-02-24T12:00:00,1,63.0
108737,-6.14538,106.78833,2020-02-24T12:00:00,1,20.0
108738,-6.18121,106.85279,2020-02-24T12:00:00,1,50.0
108739,-6.19926,106.8338,2020-02-24T12:00:00,1,60.0
108741,-6.26287,106.87865,2020-02-24T12:00:00,1,100.0
108742,-6.15569,106.85226,2020-02-24T12:00:00,1,53.0
108743,-6.16632,106.86706,2020-02-24T12:00:00,1,60.0
108744,-6.185,106.92252,2020-02-24T12:00:00,1,58.0
108745,-6.15644,106.75662,2020-02-24T12:00:00,1,21.0
108746,-6.22104,106.8192,2020-02-24T12:00:00,1,20.0
108747,-6.22087,106.77472,2020-02-24T12:00:00,1,63.0
108748,-6.19173,106.85966,2020-02-24T12:00:00,1,39.0
108751,-6.17539,106.87065,2020-02-24T12:00:00,1,54.0
108752,-6.14859,106.90652,2020-02-24T12:00:00,1,20.0
108753,-6.20225,106.93789,2020-02-24T12:00:00,1,47.0
108754,-6.19876,106.89601,2020-02-24T12:00:00,1,61.0
108755,-6.21149,106.85463,2020-02-24T12:00:00,1,50.0
108756,-6.23348,106.9318,2020-02-24T12:00:00,1,71.0
108757,-6.33256,106.90002,2020-02-24T12:00:00,1,60.0
108758,-6.2634,106.88146,2020-02-24T12:00:00,1,61.0
108759,-6.23854,106.93105,2020-02-24T12:00:00,1,49.0
108761,-6.16226,106.84329,2020-02-24T12:00:00,1,18.0
108763,-6.29376,106.87338,2020-02-24T12:00:00,1,112.0
108764,-6.1856,106.82859,2020-02-24T12:00:00,1,28.0
108766,-6.23389,106.89104,2020-02-24T12:00:00,1,39.0
108767,-6.15767,106.88423,2020-02-24T12:00:00,1,54.0
108768,-6.13473,106.74087,2020-02-24T12:00:00,1,30.0
108769,-6.17922,106.87002,2020-02-24T12:00:00,1,24.0
108772,-6.1764,106.75314,2020-02-24T12:00:00,1,107.0
108773,-6.15185,106.83996,2020-02-24T12:00:00,1,30.0
108777,-6.241,106.82073,2020-02-24T12:00:00,1,87.0
108779,-6.18936,106.8909,2020-02-24T12:00:00,1,84.0
108780,-6.1909,106.87101,2020-02-24T12:00:00,1,55.0
108781,-6.17858,106.87227,2020-02-24T12:00:00,1,20.0
108782,-6.14543,106.82463,2020-02-24T12:00:00,1,48.0
108783,-6.20038,106.89195,2020-02-24T12:00:00,1,37.0
108784,-6.18674,106.86073,2020-02-24T12:00:00,1,28.0
108785,-6.25191,106.88117,2020-02-24T12:00:00,1,60.0
108786,-6.17083,106.90985,2020-02-24T12:00:00,1,50.0
108789,-6.17217,106.82284,2020-02-24T12:00:00,1,17.0
108790,-6.16035,106.84414,2020-02-24T12:00:00,1,14.0
108791,-6.16982,106.87267,2020-02-24T12:00:00,1,61.0
108792,-6.17519,106.87417,2020-02-24T12:00:00,1,49.0
108793,-6.25611,106.82455,2020-02-24T12:00:00,1,112.0
108795,-6.18028,106.80596,2020-02-24T12:00:00,1,50.0
108797,-6.25124,106.82367,2020-02-24T12:00:00,1,19.0
108799,-6.19926,106.83517,2020-02-24T12:00:00,1,49.0
108801,-6.20227,106.86696,2020-02-24T12:00:00,1,33.0
108802,-6.25829,106.86089,2020-02-24T12:00:00,1,48.0
108803,-6.20458,106.82,2020-02-24T12:00:00,1,75.0
108804,-6.21901,106.91848,2020-02-24T12:00:00,1,65.0
108805,-6.21299,106.91109,2020-02-24T12:00:00,1,34.0
108806,-6.18767,106.85307,2020-02-24T12:00:00,1,42.0
108807,-6.16556,106.83074,2020-02-24T12:00:00,1,18.0
108808,-6.16729,106.84262,2020-02-24T12:00:00,1,45.0
108809,-6.2458,106.82189,2020-02-24T12:00:00,1,52.0
108810,-6.19897,106.85647,2020-02-24T12:00:00,1,44.0
108812,-6.17811,106.82074,2020-02-24T12:00:00,1,28.0
108813,-6.16906,106.88227,2020-02-24T12:00:00,1,50.0
108814,-6.15534,106.74057,2020-02-24T12:00:00,1,49.0
108815,-6.19947,106.87017,2020-02-24T12:00:00,1,47.0
108816,-6.15689,106.82477,2020-02-24T12:00:00,1,16.0
108817,-6.18065,106.84121,2020-02-24T12:00:00,1,20.0
108818,-6.1826,106.86069,2020-02-24T12:00:00,1,40.0
108819,-6.2016,106.90022,2020-02-24T12:00:00,1,60.0
108820,-6.32264,106.8823,2020-02-24T12:00:00,1,80.0
108821,-6.19549,106.94701,2020-02-24T12:00:00,1,50.0
108823,-6.18038,106.86627,2020-02-24T12:00:00,1,95.0
108826,-6.16342,106.82942,2020-02-24T12:00:00,1,51.0
108827,-6.30329,106.87461,2020-02-24T12:00:00,1,128.0
108828,-6.16129,106.81586,2020-02-24T12:00:00,1,30.0
108829,-6.14848,106.83591,2020-02-24T12:00:00,1,44.0
108830,-6.22713,106.94526,2020-02-24T12:00:00,1,69.0
108831,-6.15812,106.91239,2020-02-24T12:00:00,1,40.0
108832,-6.16993,106.80177,2020-02-24T12:00:00,1,57.0
108833,-6.16895,106.90309,2020-02-24T12:00:00,1,34.0
108834,-6.20352,106.93685,2020-02-24T12:00:00,1,30.0
108836,-6.2523,106.87824,2020-02-24T12:00:00,1,35.0
108838,-6.15478,106.85528,2020-02-24T12:00:00,1,59.0
108839,-6.19218,106.90601,2020-02-24T12:00:00,1,30.0
108840,-6.19997,106.85354,2020-02-24T12:00:00,1,40.0
108843,-6.14886,106.80057,2020-02-24T12:00:00,1,17.0
108846,-6.2065,106.9498,2020-02-24T12:00:00,1,76.0
108847,-6.18892,106.89093,2020-02-24T12:00:00,1,48.0
108849,-6.21296,106.91095,2020-02-24T12:00:00,1,70.0
108851,-6.31721,106.91471,2020-02-24T12:00:00,1,54.0
108852,-6.1423,106.95079,2020-02-24T12:00:00,1,51.0
108853,-6.16001,106.72159,2020-02-24T12:00:00,1,125.0
108854,-6.2786,106.88383,2020-02-24T12:00:00,1,67.0
108857,-6.22871,106.85899,2020-02-24T12:00:00,1,24.0
108858,-6.15939,106.75898,2020-02-24T12:00:00,1,121.0
108859,-6.14786,106.79016,2020-02-24T12:00:00,1,50.0
108860,-6.15555,106.85475,2020-02-24T12:00:00,1,50.0
108862,-6.15745,106.81222,2020-02-24T12:00:00,1,16.0
108864,-6.20126,106.90033,2020-02-24T12:00:00,1,29.0
108865,-6.23451,106.90258,2020-02-24T12:00:00,1,39.0
108866,-6.25298,106.88147,2020-02-24T12:00:00,1,100.0
108867,-6.19328,106.882,2020-02-24T12:00:00,1,30.0
108868,-6.15909,106.86191,2020-02-24T12:00:00,1,25.0
108870,-6.25637,106.88417,2020-02-24T12:00:00,1,100.0
108871,-6.20545,106.81065,2020-02-24T12:00:00,1,141.0
108872,-6.26245,106.84548,2020-02-24T12:00:00,1,20.0
108873,-6.1147,106.77101,2020-02-24T12:00:00,1,29.0
108874,-6.15469,106.86208,2020-02-24T12:00:00,1,69.0
108877,-6.16315,106.82537,2020-02-24T12:00:00,1,30.0
108878,-6.18734,106.85677,2020-02-24T12:00:00,1,71.0
108880,-6.12539,106.81101,2020-02-24T12:00:00,1,41.0
108881,-6.14145,106.85117,2020-02-24T12:00:00,1,12.0
108885,-6.2363,106.76076,2020-02-24T12:00:00,1,50.0
108888,-6.19851,106.76337,2020-02-24T12:00:00,1,51.0
108889,-6.2035,106.90836,2020-02-24T12:00:00,1,73.0
108890,-6.23625,106.76077,2020-02-24T12:00:00,1,50.0
108891,-6.16872,106.78853,2020-02-24T12:00:00,1,61.0
108892,-6.20476,106.87716,2020-02-24T12:00:00,1,50.0
108893,-6.15964,106.92735,2020-02-24T12:00:00,1,50.0
108894,-6.16674,106.90924,2020-02-24T12:00:00,1,70.0
108897,-6.26607,106.88218,2020-02-24T12:00:00,1,95.0
108899,-6.19387,106.86998,2020-02-24T12:00:00,1,71.0
108900,-6.14102,106.81897,2020-02-24T12:00:00,1,48.0
108904,-6.18275,106.84458,2020-02-24T12:00:00,1,28.0
108905,-6.19933,106.85425,2020-02-24T12:00:00,1,43.0
108906,-6.21766,106.90419,2020-02-24T12:00:00,1,20.0
108909,-6.19876,106.83408,2020-02-24T12:00:00,1,30.0
108911,-6.15854,106.85866,2020-02-24T12:00:00,1,48.0
108912,-6.15439,106.87436,2020-02-24T12:00:00,1,41.0
108914,-6.14671,106.91108,2020-02-24T12:00:00,1,55.0
108917,-6.15441,106.87277,2020-02-24T12:00:00,1,30.0
108919,-6.18437,106.82115,2020-02-24T12:00:00,1,34.0
108920,-6.22115,106.90616,2020-02-24T12:00:00,1,99.0
108921,-6.14198,106.74707,2020-02-24T12:00:00,1,35.0
108922,-6.20257,106.91765,2020-02-24T12:00:00,1,47.0
108923,-6.15144,106.84056,2020-02-24T12:00:00,1,25.0
108925,-6.13289,106.80305,2020-02-24T12:00:00,1,35.0
108927,-6.22641,106.85225,2020-02-24T12:00:00,1,68.0
108928,-6.13822,106.8259,2020-02-24T12:00:00,1,30.0
108929,-6.1982,106.87072,2020-02-24T12:00:00,1,60.0
108930,-6.2082,106.81078,2020-02-24T12:00:00,1,60.0
108931,-6.17054,106.8011,2020-02-24T12:00:00,1,51.0
108932,-6.13665,106.82764,2020-02-24T12:00:00,1,23.0
108933,-6.24901,106.90248,2020-02-24T12:00:00,1,98.0
108934,-6.20344,106.82436,2020-02-24T12:00:00,1,36.0
108935,-6.14644,106.92281,2020-02-24T12:00:00,1,20.0
108936,-6.17203,106.85244,2020-02-24T12:00:00,1,16.0
108937,-6.17633,106.77436,2020-02-24T12:00:00,1,11.0
108938,-6.31631,106.90066,2020-02-24T12:00:00,1,33.0
108939,-6.21163,106.81218,2020-02-24T12:00:00,1,42.0
